x,t = 15s,t = 30s,t = 60s,t = 90s,t = 150s,t = 210s
0.009976,23.0536,22.9539,22.8994,22.8925,22.8915,22.8915
0.00998,23.0507,22.951,22.8966,22.8896,22.8886,22.8886
0.009984,23.0478,22.9481,22.8937,22.8868,22.8858,22.8857
0.009988,23.0449,22.9452,22.8908,22.8839,22.8829,22.8829
0.009992,23.0421,22.9423,22.8879,22.881,22.88,22.88
0.009996,23.0392,22.9394,22.8851,22.8781,22.8771,22.8771
0.01,23.0363,22.9366,22.8822,22.8752,22.8743,22.8742
0.010004,23.0334,22.9337,22.8793,22.8724,22.8714,22.8714
0.010008,23.0306,22.9308,22.8764,22.8695,22.8685,22.8685
0.010012,23.0277,22.9279,22.8735,22.8666,22.8656,22.8656
0.010016,23.0248,22.925,22.8707,22.8637,22.8627,22.8627
0.01002,23.022,22.9222,22.8678,22.8609,22.8599,22.8599
0.010024,23.0191,22.9193,22.8649,22.858,22.857,22.857
0.010028,23.0162,22.9164,22.862,22.8551,22.8541,22.8541
0.010032,23.0133,22.9135,22.8592,22.8522,22.8512,22.8512
0.010036,23.0105,22.9106,22.8563,22.8494,22.8484,22.8483
0.01004,23.0076,22.9078,22.8534,22.8465,22.8455,22.8455
0.010044,23.0047,22.9049,22.8505,22.8436,22.8426,22.8426
0.010048,23.0018,22.902,22.8476,22.8407,22.8397,22.8397
0.010052,22.999,22.8991,22.8448,22.8378,22.8369,22.8368
0.010056,22.9961,22.8962,22.8419,22.835,22.834,22.834
0.01006,22.9932,22.8934,22.839,22.8321,22.8311,22.8311
0.010064,22.9903,22.8905,22.8361,22.8292,22.8282,22.8282
0.010068,22.9875,22.8876,22.8333,22.8263,22.8253,22.8253
0.010072,22.9846,22.8847,22.8304,22.8235,22.8225,22.8225
0.010076,22.9817,22.8818,22.8275,22.8206,22.8196,22.8196
0.01008,22.9788,22.879,22.8246,22.8177,22.8167,22.8167
0.010084,22.976,22.8761,22.8218,22.8148,22.8138,22.8138
0.010088,22.9731,22.8732,22.8189,22.812,22.811,22.8109
0.010092,22.9702,22.8703,22.816,22.8091,22.8081,22.8081
0.010096,22.9674,22.8674,22.8131,22.8062,22.8052,22.8052
0.0101,22.9645,22.8645,22.8102,22.8033,22.8023,22.8023
0.010104,22.9616,22.8617,22.8074,22.8005,22.7995,22.7994
0.010108,22.9587,22.8588,22.8045,22.7976,22.7966,22.7966
0.010112,22.9559,22.8559,22.8016,22.7947,22.7937,22.7937
0.010116,22.953,22.853,22.7987,22.7918,22.7908,22.7908
0.01012,22.9501,22.8501,22.7959,22.7889,22.788,22.7879
0.010124,22.9472,22.8473,22.793,22.7861,22.7851,22.7851
0.010128,22.9444,22.8444,22.7901,22.7832,22.7822,22.7822
0.010132,22.9415,22.8415,22.7872,22.7803,22.7793,22.7793
0.010136,22.9386,22.8386,22.7844,22.7774,22.7764,22.7764
0.01014,22.9357,22.8357,22.7815,22.7746,22.7736,22.7736
0.010144,22.9329,22.8329,22.7786,22.7717,22.7707,22.7707
0.010148,22.93,22.83,22.7757,22.7688,22.7678,22.7678
0.010152,22.9271,22.8271,22.7728,22.7659,22.7649,22.7649
0.010156,22.9243,22.8242,22.77,22.7631,22.7621,22.7621
0.01016,22.9214,22.8213,22.7671,22.7602,22.7592,22.7592
0.010164,22.9185,22.8185,22.7642,22.7573,22.7563,22.7563
0.010168,22.9156,22.8156,22.7613,22.7544,22.7534,22.7534
0.010172,22.9128,22.8127,22.7585,22.7516,22.7506,22.7506
0.010176,22.9099,22.8098,22.7556,22.7487,22.7477,22.7477
0.01018,22.907,22.8069,22.7527,22.7458,22.7448,22.7448
0.010184,22.9041,22.8041,22.7498,22.7429,22.7419,22.7419
0.010188,22.9013,22.8012,22.747,22.7401,22.7391,22.739
0.010192,22.8984,22.7983,22.7441,22.7372,22.7362,22.7362
0.010196,22.8955,22.7954,22.7412,22.7343,22.7333,22.7333
0.0102,22.8927,22.7925,22.7383,22.7314,22.7304,22.7304
0.010204,22.8898,22.7897,22.7355,22.7286,22.7276,22.7275
0.010208,22.8869,22.7868,22.7326,22.7257,22.7247,22.7247
0.010212,22.884,22.7839,22.7297,22.7228,22.7218,22.7218
0.010216,22.8812,22.781,22.7268,22.7199,22.7189,22.7189
0.01022,22.8783,22.7782,22.724,22.717,22.7161,22.716
0.010224,22.8754,22.7753,22.7211,22.7142,22.7132,22.7132
0.010228,22.8726,22.7724,22.7182,22.7113,22.7103,22.7103
0.010232,22.8697,22.7695,22.7153,22.7084,22.7074,22.7074
0.010236,22.8668,22.7666,22.7125,22.7055,22.7046,22.7045
0.01024,22.8639,22.7638,22.7096,22.7027,22.7017,22.7017
0.010244,22.8611,22.7609,22.7067,22.6998,22.6988,22.6988
0.010248,22.8582,22.758,22.7038,22.6969,22.6959,22.6959
0.010252,22.8553,22.7551,22.7009,22.694,22.6931,22.693
0.010256,22.8524,22.7522,22.6981,22.6912,22.6902,22.6902
0.01026,22.8496,22.7494,22.6952,22.6883,22.6873,22.6873
0.010264,22.8467,22.7465,22.6923,22.6854,22.6844,22.6844
0.010268,22.8438,22.7436,22.6894,22.6825,22.6816,22.6815
0.010272,22.841,22.7407,22.6866,22.6797,22.6787,22.6787
0.010276,22.8381,22.7378,22.6837,22.6768,22.6758,22.6758
0.01028,22.8352,22.735,22.6808,22.6739,22.6729,22.6729
0.010284,22.8323,22.7321,22.6779,22.671,22.6701,22.67
0.010288,22.8295,22.7292,22.6751,22.6682,22.6672,22.6672
0.010292,22.8266,22.7263,22.6722,22.6653,22.6643,22.6643
0.010296,22.8237,22.7234,22.6693,22.6624,22.6614,22.6614
0.0103,22.8209,22.7206,22.6664,22.6595,22.6586,22.6585
0.010304,22.818,22.7177,22.6636,22.6567,22.6557,22.6557
0.010308,22.8151,22.7148,22.6607,22.6538,22.6528,22.6528
0.010312,22.8122,22.7119,22.6578,22.6509,22.6499,22.6499
0.010316,22.8094,22.7091,22.6549,22.648,22.6471,22.647
0.01032,22.8065,22.7062,22.6521,22.6452,22.6442,22.6442
0.010324,22.8036,22.7033,22.6492,22.6423,22.6413,22.6413
0.010328,22.8007,22.7004,22.6463,22.6394,22.6384,22.6384
0.010332,22.7979,22.6975,22.6434,22.6365,22.6356,22.6355
0.010336,22.795,22.6947,22.6406,22.6337,22.6327,22.6327
0.01034,22.7921,22.6918,22.6377,22.6308,22.6298,22.6298
0.010344,22.7893,22.6889,22.6348,22.6279,22.6269,22.6269
0.010348,22.7864,22.686,22.6319,22.625,22.6241,22.624
0.010352,22.7835,22.6831,22.6291,22.6222,22.6212,22.6212
0.010356,22.7806,22.6803,22.6262,22.6193,22.6183,22.6183
0.01036,22.7778,22.6774,22.6233,22.6164,22.6154,22.6154
0.010364,22.7749,22.6745,22.6204,22.6136,22.6126,22.6125
0.010368,22.772,22.6716,22.6176,22.6107,22.6097,22.6097
0.010372,22.7692,22.6687,22.6147,22.6078,22.6068,22.6068
0.010376,22.7663,22.6659,22.6118,22.6049,22.6039,22.6039
0.01038,22.7634,22.663,22.6089,22.6021,22.6011,22.601
0.010384,22.7605,22.6601,22.6061,22.5992,22.5982,22.5982
0.010388,22.7577,22.6572,22.6032,22.5963,22.5953,22.5953
0.010392,22.7548,22.6544,22.6003,22.5934,22.5924,22.5924
0.010396,22.7519,22.6515,22.5974,22.5906,22.5896,22.5896
0.0104,22.7491,22.6486,22.5946,22.5877,22.5867,22.5867
0.010404,22.7462,22.6457,22.5917,22.5848,22.5838,22.5838
0.010408,22.7433,22.6428,22.5888,22.5819,22.5809,22.5809
0.010412,22.7404,22.64,22.5859,22.5791,22.5781,22.5781
0.010416,22.7376,22.6371,22.5831,22.5762,22.5752,22.5752
0.01042,22.7347,22.6342,22.5802,22.5733,22.5723,22.5723
0.010424,22.7318,22.6313,22.5773,22.5704,22.5694,22.5694
0.010428,22.729,22.6285,22.5744,22.5676,22.5666,22.5666
0.010432,22.7261,22.6256,22.5716,22.5647,22.5637,22.5637
0.010436,22.7232,22.6227,22.5687,22.5618,22.5608,22.5608
0.01044,22.7204,22.6198,22.5658,22.5589,22.558,22.5579
0.010444,22.7175,22.6169,22.5629,22.5561,22.5551,22.5551
0.010448,22.7146,22.6141,22.5601,22.5532,22.5522,22.5522
0.010452,22.7117,22.6112,22.5572,22.5503,22.5493,22.5493
0.010456,22.7089,22.6083,22.5543,22.5474,22.5465,22.5464
0.01046,22.706,22.6054,22.5514,22.5446,22.5436,22.5436
0.010464,22.7031,22.6026,22.5486,22.5417,22.5407,22.5407
0.010468,22.7003,22.5997,22.5457,22.5388,22.5378,22.5378
0.010472,22.6974,22.5968,22.5428,22.5359,22.535,22.5349
0.010476,22.6945,22.5939,22.54,22.5331,22.5321,22.5321
0.01048,22.6916,22.591,22.5371,22.5302,22.5292,22.5292
0.010484,22.6888,22.5882,22.5342,22.5273,22.5263,22.5263
0.010488,22.6859,22.5853,22.5313,22.5245,22.5235,22.5235
0.010492,22.683,22.5824,22.5285,22.5216,22.5206,22.5206
0.010496,22.6802,22.5795,22.5256,22.5187,22.5177,22.5177
0.0105,22.6773,22.5767,22.5227,22.5158,22.5148,22.5148
0.010504,22.6744,22.5738,22.5198,22.513,22.512,22.512
0.010508,22.6715,22.5709,22.517,22.5101,22.5091,22.5091
0.010512,22.6687,22.568,22.5141,22.5072,22.5062,22.5062
0.010516,22.6658,22.5651,22.5112,22.5043,22.5034,22.5033
0.01052,22.6629,22.5623,22.5083,22.5015,22.5005,22.5005
0.010524,22.6601,22.5594,22.5055,22.4986,22.4976,22.4976
0.010528,22.6572,22.5565,22.5026,22.4957,22.4947,22.4947
0.010532,22.6543,22.5536,22.4997,22.4928,22.4919,22.4918
0.010536,22.6515,22.5508,22.4968,22.49,22.489,22.489
0.01054,22.6486,22.5479,22.494,22.4871,22.4861,22.4861
0.010544,22.6457,22.545,22.4911,22.4842,22.4832,22.4832
0.010548,22.6428,22.5421,22.4882,22.4814,22.4804,22.4804
0.010552,22.64,22.5392,22.4853,22.4785,22.4775,22.4775
0.010556,22.6371,22.5364,22.4825,22.4756,22.4746,22.4746
0.01056,22.6342,22.5335,22.4796,22.4727,22.4717,22.4717
0.010564,22.6314,22.5306,22.4767,22.4699,22.4689,22.4689
0.010568,22.6285,22.5277,22.4739,22.467,22.466,22.466
0.010572,22.6256,22.5249,22.471,22.4641,22.4631,22.4631
0.010576,22.6228,22.522,22.4681,22.4612,22.4603,22.4602
0.01058,22.6199,22.5191,22.4652,22.4584,22.4574,22.4574
0.010584,22.617,22.5162,22.4624,22.4555,22.4545,22.4545
0.010588,22.6141,22.5133,22.4595,22.4526,22.4516,22.4516
0.010592,22.6113,22.5105,22.4566,22.4497,22.4488,22.4487
0.010596,22.6084,22.5076,22.4537,22.4469,22.4459,22.4459
0.0106,22.6055,22.5047,22.4509,22.444,22.443,22.443
0.010604,22.6027,22.5018,22.448,22.4411,22.4401,22.4401
0.010608,22.5998,22.499,22.4451,22.4383,22.4373,22.4373
0.010612,22.5969,22.4961,22.4422,22.4354,22.4344,22.4344
0.010616,22.5941,22.4932,22.4394,22.4325,22.4315,22.4315
0.01062,22.5912,22.4903,22.4365,22.4296,22.4287,22.4286
0.010624,22.5883,22.4875,22.4336,22.4268,22.4258,22.4258
0.010628,22.5854,22.4846,22.4308,22.4239,22.4229,22.4229
0.010632,22.5826,22.4817,22.4279,22.421,22.42,22.42
0.010636,22.5797,22.4788,22.425,22.4181,22.4172,22.4171
0.01064,22.5768,22.4759,22.4221,22.4153,22.4143,22.4143
0.010644,22.574,22.4731,22.4193,22.4124,22.4114,22.4114
0.010648,22.5711,22.4702,22.4164,22.4095,22.4085,22.4085
0.010652,22.5682,22.4673,22.4135,22.4067,22.4057,22.4057
0.010656,22.5654,22.4644,22.4106,22.4038,22.4028,22.4028
0.01066,22.5625,22.4616,22.4078,22.4009,22.3999,22.3999
0.010664,22.5596,22.4587,22.4049,22.398,22.3971,22.397
0.010668,22.5567,22.4558,22.402,22.3952,22.3942,22.3942
0.010672,22.5539,22.4529,22.3991,22.3923,22.3913,22.3913
0.010676,22.551,22.4501,22.3963,22.3894,22.3884,22.3884
0.01068,22.5481,22.4472,22.3934,22.3866,22.3856,22.3856
0.010684,22.5453,22.4443,22.3905,22.3837,22.3827,22.3827
0.010688,22.5424,22.4414,22.3877,22.3808,22.3798,22.3798
0.010692,22.5395,22.4385,22.3848,22.3779,22.377,22.3769
0.010696,22.5367,22.4357,22.3819,22.3751,22.3741,22.3741
0.0107,22.5338,22.4328,22.379,22.3722,22.3712,22.3712
0.010704,22.5309,22.4299,22.3762,22.3693,22.3683,22.3683
0.010708,22.528,22.427,22.3733,22.3664,22.3655,22.3654
0.010712,22.5252,22.4242,22.3704,22.3636,22.3626,22.3626
0.010716,22.5223,22.4213,22.3675,22.3607,22.3597,22.3597
0.01072,22.5194,22.4184,22.3647,22.3578,22.3568,22.3568
0.010724,22.5166,22.4155,22.3618,22.355,22.354,22.354
0.010728,22.5137,22.4127,22.3589,22.3521,22.3511,22.3511
0.010732,22.5108,22.4098,22.3561,22.3492,22.3482,22.3482
0.010736,22.508,22.4069,22.3532,22.3463,22.3454,22.3453
0.01074,22.5051,22.404,22.3503,22.3435,22.3425,22.3425
0.010744,22.5022,22.4012,22.3474,22.3406,22.3396,22.3396
0.010748,22.4994,22.3983,22.3446,22.3377,22.3367,22.3367
0.010752,22.4965,22.3954,22.3417,22.3349,22.3339,22.3339
0.010756,22.4936,22.3925,22.3388,22.332,22.331,22.331
0.01076,22.4907,22.3897,22.3359,22.3291,22.3281,22.3281
0.010764,22.4879,22.3868,22.3331,22.3262,22.3253,22.3252
0.010768,22.485,22.3839,22.3302,22.3234,22.3224,22.3224
0.010772,22.4821,22.381,22.3273,22.3205,22.3195,22.3195
0.010776,22.4793,22.3781,22.3245,22.3176,22.3166,22.3166
0.01078,22.4764,22.3753,22.3216,22.3147,22.3138,22.3138
0.010784,22.4735,22.3724,22.3187,22.3119,22.3109,22.3109
0.010788,22.4707,22.3695,22.3158,22.309,22.308,22.308
0.010792,22.4678,22.3666,22.313,22.3061,22.3052,22.3051
0.010796,22.4649,22.3638,22.3101,22.3033,22.3023,22.3023
0.0108,22.4621,22.3609,22.3072,22.3004,22.2994,22.2994
0.010804,22.4592,22.358,22.3044,22.2975,22.2965,22.2965
0.010808,22.4563,22.3551,22.3015,22.2946,22.2937,22.2936
0.010812,22.4535,22.3523,22.2986,22.2918,22.2908,22.2908
0.010816,22.4506,22.3494,22.2957,22.2889,22.2879,22.2879
0.01082,22.4477,22.3465,22.2929,22.286,22.2851,22.285
0.010824,22.4448,22.3436,22.29,22.2832,22.2822,22.2822
0.010828,22.442,22.3408,22.2871,22.2803,22.2793,22.2793
0.010832,22.4391,22.3379,22.2842,22.2774,22.2764,22.2764
0.010836,22.4362,22.335,22.2814,22.2745,22.2736,22.2735
0.01084,22.4334,22.3321,22.2785,22.2717,22.2707,22.2707
0.010844,22.4305,22.3293,22.2756,22.2688,22.2678,22.2678
0.010848,22.4276,22.3264,22.2728,22.2659,22.265,22.2649
0.010852,22.4248,22.3235,22.2699,22.2631,22.2621,22.2621
0.010856,22.4219,22.3206,22.267,22.2602,22.2592,22.2592
0.01086,22.419,22.3178,22.2641,22.2573,22.2563,22.2563
0.010864,22.4162,22.3149,22.2613,22.2544,22.2535,22.2535
0.010868,22.4133,22.312,22.2584,22.2516,22.2506,22.2506
0.010872,22.4104,22.3091,22.2555,22.2487,22.2477,22.2477
0.010876,22.4076,22.3063,22.2527,22.2458,22.2449,22.2448
0.01088,22.4047,22.3034,22.2498,22.243,22.242,22.242
0.010884,22.4018,22.3005,22.2469,22.2401,22.2391,22.2391
0.010888,22.399,22.2976,22.244,22.2372,22.2362,22.2362
0.010892,22.3961,22.2948,22.2412,22.2343,22.2334,22.2334
0.010896,22.3932,22.2919,22.2383,22.2315,22.2305,22.2305
0.0109,22.3903,22.289,22.2354,22.2286,22.2276,22.2276
0.010904,22.3875,22.2861,22.2326,22.2257,22.2248,22.2247
0.010908,22.3846,22.2833,22.2297,22.2229,22.2219,22.2219
0.010912,22.3817,22.2804,22.2268,22.22,22.219,22.219
0.010916,22.3789,22.2775,22.2239,22.2171,22.2161,22.2161
0.01092,22.376,22.2746,22.2211,22.2143,22.2133,22.2133
0.010924,22.3731,22.2717,22.2182,22.2114,22.2104,22.2104
0.010928,22.3703,22.2689,22.2153,22.2085,22.2075,22.2075
0.010932,22.3674,22.266,22.2125,22.2056,22.2047,22.2046
0.010936,22.3645,22.2631,22.2096,22.2028,22.2018,22.2018
0.01094,22.3617,22.2602,22.2067,22.1999,22.1989,22.1989
0.010944,22.3588,22.2574,22.2038,22.197,22.196,22.196
0.010948,22.3559,22.2545,22.201,22.1942,22.1932,22.1932
0.010952,22.3531,22.2516,22.1981,22.1913,22.1903,22.1903
0.010956,22.3502,22.2487,22.1952,22.1884,22.1874,22.1874
0.01096,22.3473,22.2459,22.1924,22.1855,22.1846,22.1845
0.010964,22.3445,22.243,22.1895,22.1827,22.1817,22.1817
0.010968,22.3416,22.2401,22.1866,22.1798,22.1788,22.1788
0.010972,22.3387,22.2372,22.1837,22.1769,22.176,22.1759
0.010976,22.3359,22.2344,22.1809,22.1741,22.1731,22.1731
0.01098,22.333,22.2315,22.178,22.1712,22.1702,22.1702
0.010984,22.3301,22.2286,22.1751,22.1683,22.1673,22.1673
0.010988,22.3272,22.2257,22.1723,22.1654,22.1645,22.1645
0.010992,22.3244,22.2229,22.1694,22.1626,22.1616,22.1616
0.010996,22.3215,22.22,22.1665,22.1597,22.1587,22.1587
0.011,22.3186,22.2171,22.1636,22.1568,22.1559,22.1558
0.011004,22.3158,22.2142,22.1608,22.154,22.153,22.153
0.011008,22.3129,22.2114,22.1579,22.1511,22.1501,22.1501
0.011012,22.31,22.2085,22.155,22.1482,22.1472,22.1472
0.011016,22.3072,22.2056,22.1522,22.1454,22.1444,22.1444
0.01102,22.3043,22.2028,22.1493,22.1425,22.1415,22.1415
0.011024,22.3014,22.1999,22.1464,22.1396,22.1386,22.1386
0.011028,22.2986,22.197,22.1436,22.1367,22.1358,22.1358
0.011032,22.2957,22.1941,22.1407,22.1339,22.1329,22.1329
0.011036,22.2928,22.1913,22.1378,22.131,22.13,22.13
0.01104,22.29,22.1884,22.1349,22.1281,22.1272,22.1271
0.011044,22.2871,22.1855,22.1321,22.1253,22.1243,22.1243
0.011048,22.2842,22.1826,22.1292,22.1224,22.1214,22.1214
0.011052,22.2814,22.1798,22.1263,22.1195,22.1185,22.1185
0.011056,22.2785,22.1769,22.1235,22.1167,22.1157,22.1157
0.01106,22.2756,22.174,22.1206,22.1138,22.1128,22.1128
0.011064,22.2728,22.1711,22.1177,22.1109,22.1099,22.1099
0.011068,22.2699,22.1683,22.1148,22.108,22.1071,22.107
0.011072,22.267,22.1654,22.112,22.1052,22.1042,22.1042
0.011076,22.2642,22.1625,22.1091,22.1023,22.1013,22.1013
0.01108,22.2613,22.1596,22.1062,22.0994,22.0985,22.0984
0.011084,22.2584,22.1568,22.1034,22.0966,22.0956,22.0956
0.011088,22.2556,22.1539,22.1005,22.0937,22.0927,22.0927
0.011092,22.2527,22.151,22.0976,22.0908,22.0898,22.0898
0.011096,22.2498,22.1481,22.0948,22.088,22.087,22.087
0.0111,22.247,22.1453,22.0919,22.0851,22.0841,22.0841
0.011104,22.2441,22.1424,22.089,22.0822,22.0812,22.0812
0.011108,22.2412,22.1395,22.0861,22.0793,22.0784,22.0784
0.011112,22.2384,22.1366,22.0833,22.0765,22.0755,22.0755
0.011116,22.2355,22.1338,22.0804,22.0736,22.0726,22.0726
0.01112,22.2326,22.1309,22.0775,22.0707,22.0698,22.0697
0.011124,22.2298,22.128,22.0747,22.0679,22.0669,22.0669
0.011128,22.2269,22.1251,22.0718,22.065,22.064,22.064
0.011132,22.224,22.1223,22.0689,22.0621,22.0611,22.0611
0.011136,22.2211,22.1194,22.066,22.0593,22.0583,22.0583
0.01114,22.2183,22.1165,22.0632,22.0564,22.0554,22.0554
0.011144,22.2154,22.1136,22.0603,22.0535,22.0525,22.0525
0.011148,22.2125,22.1108,22.0574,22.0506,22.0497,22.0497
0.011152,22.2097,22.1079,22.0546,22.0478,22.0468,22.0468
0.011156,22.2068,22.105,22.0517,22.0449,22.0439,22.0439
0.01116,22.2039,22.1021,22.0488,22.042,22.0411,22.041
0.011164,22.2011,22.0993,22.046,22.0392,22.0382,22.0382
0.011168,22.1982,22.0964,22.0431,22.0363,22.0353,22.0353
0.011172,22.1953,22.0935,22.0402,22.0334,22.0325,22.0324
0.011176,22.1925,22.0907,22.0373,22.0306,22.0296,22.0296
0.01118,22.1896,22.0878,22.0345,22.0277,22.0267,22.0267
0.011184,22.1867,22.0849,22.0316,22.0248,22.0238,22.0238
0.011188,22.1839,22.082,22.0287,22.0219,22.021,22.021
0.011192,22.181,22.0792,22.0259,22.0191,22.0181,22.0181
0.011196,22.1781,22.0763,22.023,22.0162,22.0152,22.0152
0.0112,22.1753,22.0734,22.0201,22.0133,22.0124,22.0124
0.011204,22.1724,22.0705,22.0173,22.0105,22.0095,22.0095
0.011208,22.1695,22.0677,22.0144,22.0076,22.0066,22.0066
0.011212,22.1667,22.0648,22.0115,22.0047,22.0038,22.0037
0.011216,22.1638,22.0619,22.0086,22.0019,22.0009,22.0009
0.01122,22.1609,22.059,22.0058,21.999,21.998,21.998
0.011224,22.1581,22.0562,22.0029,21.9961,21.9952,21.9951
0.011228,22.1552,22.0533,22,21.9933,21.9923,21.9923
0.011232,22.1523,22.0504,21.9972,21.9904,21.9894,21.9894
0.011236,22.1495,22.0475,21.9943,21.9875,21.9865,21.9865
0.01124,22.1466,22.0447,21.9914,21.9846,21.9837,21.9837
0.011244,22.1437,22.0418,21.9886,21.9818,21.9808,21.9808
0.011248,22.1409,22.0389,21.9857,21.9789,21.9779,21.9779
0.011252,22.138,22.0361,21.9828,21.976,21.9751,21.9751
0.011256,22.1351,22.0332,21.98,21.9732,21.9722,21.9722
0.01126,22.1323,22.0303,21.9771,21.9703,21.9693,21.9693
0.011264,22.1294,22.0274,21.9742,21.9674,21.9665,21.9664
0.011268,22.1265,22.0246,21.9713,21.9646,21.9636,21.9636
0.011272,22.1237,22.0217,21.9685,21.9617,21.9607,21.9607
0.011276,22.1208,22.0188,21.9656,21.9588,21.9579,21.9578
0.01128,22.1179,22.0159,21.9627,21.956,21.955,21.955
0.011284,22.1151,22.0131,21.9599,21.9531,21.9521,21.9521
0.011288,22.1122,22.0102,21.957,21.9502,21.9492,21.9492
0.011292,22.1093,22.0073,21.9541,21.9474,21.9464,21.9464
0.011296,22.1065,22.0044,21.9513,21.9445,21.9435,21.9435
0.0113,22.1036,22.0016,21.9484,21.9416,21.9406,21.9406
0.011304,22.1007,21.9987,21.9455,21.9387,21.9378,21.9378
0.011308,22.0979,21.9958,21.9426,21.9359,21.9349,21.9349
0.011312,22.095,21.993,21.9398,21.933,21.932,21.932
0.011316,22.0921,21.9901,21.9369,21.9301,21.9292,21.9291
0.01132,22.0893,21.9872,21.934,21.9273,21.9263,21.9263
0.011324,22.0864,21.9843,21.9312,21.9244,21.9234,21.9234
0.011328,22.0835,21.9815,21.9283,21.9215,21.9206,21.9205
0.011332,22.0807,21.9786,21.9254,21.9187,21.9177,21.9177
0.011336,22.0778,21.9757,21.9226,21.9158,21.9148,21.9148
0.01134,22.075,21.9728,21.9197,21.9129,21.912,21.9119
0.011344,22.0721,21.97,21.9168,21.9101,21.9091,21.9091
0.011348,22.0692,21.9671,21.914,21.9072,21.9062,21.9062
0.011352,22.0664,21.9642,21.9111,21.9043,21.9033,21.9033
0.011356,22.0635,21.9613,21.9082,21.9015,21.9005,21.9005
0.01136,22.0606,21.9585,21.9053,21.8986,21.8976,21.8976
0.011364,22.0578,21.9556,21.9025,21.8957,21.8947,21.8947
0.011368,22.0549,21.9527,21.8996,21.8928,21.8919,21.8919
0.011372,22.052,21.9499,21.8967,21.89,21.889,21.889
0.011376,22.0492,21.947,21.8939,21.8871,21.8861,21.8861
0.01138,22.0463,21.9441,21.891,21.8842,21.8833,21.8833
0.011384,22.0434,21.9412,21.8881,21.8814,21.8804,21.8804
0.011388,22.0406,21.9384,21.8853,21.8785,21.8775,21.8775
0.011392,22.0377,21.9355,21.8824,21.8756,21.8747,21.8746
0.011396,22.0348,21.9326,21.8795,21.8728,21.8718,21.8718
0.0114,22.032,21.9297,21.8767,21.8699,21.8689,21.8689
0.011404,22.0291,21.9269,21.8738,21.867,21.8661,21.866
0.011408,22.0262,21.924,21.8709,21.8642,21.8632,21.8632
0.011412,22.0234,21.9211,21.8681,21.8613,21.8603,21.8603
0.011416,22.0205,21.9183,21.8652,21.8584,21.8575,21.8574
0.01142,22.0176,21.9154,21.8623,21.8556,21.8546,21.8546
0.011424,22.0148,21.9125,21.8594,21.8527,21.8517,21.8517
0.011428,22.0119,21.9096,21.8566,21.8498,21.8488,21.8488
0.011432,22.009,21.9068,21.8537,21.847,21.846,21.846
0.011436,22.0062,21.9039,21.8508,21.8441,21.8431,21.8431
0.01144,22.0033,21.901,21.848,21.8412,21.8402,21.8402
0.011444,22.0004,21.8981,21.8451,21.8383,21.8374,21.8374
0.011448,21.9976,21.8953,21.8422,21.8355,21.8345,21.8345
0.011452,21.9947,21.8924,21.8394,21.8326,21.8316,21.8316
0.011456,21.9918,21.8895,21.8365,21.8297,21.8288,21.8288
0.01146,21.989,21.8867,21.8336,21.8269,21.8259,21.8259
0.011464,21.9861,21.8838,21.8308,21.824,21.823,21.823
0.011468,21.9832,21.8809,21.8279,21.8211,21.8202,21.8202
0.011472,21.9804,21.878,21.825,21.8183,21.8173,21.8173
0.011476,21.9775,21.8752,21.8222,21.8154,21.8144,21.8144
0.01148,21.9746,21.8723,21.8193,21.8125,21.8116,21.8115
0.011484,21.9718,21.8694,21.8164,21.8097,21.8087,21.8087
0.011488,21.9689,21.8665,21.8135,21.8068,21.8058,21.8058
0.011492,21.966,21.8637,21.8107,21.8039,21.803,21.8029
0.011496,21.9632,21.8608,21.8078,21.8011,21.8001,21.8001
0.0115,21.9603,21.8579,21.8049,21.7982,21.7972,21.7972
0.011504,21.9575,21.8551,21.8021,21.7953,21.7944,21.7943
0.011508,21.9546,21.8522,21.7992,21.7925,21.7915,21.7915
0.011512,21.9517,21.8493,21.7963,21.7896,21.7886,21.7886
0.011516,21.9489,21.8464,21.7935,21.7867,21.7858,21.7857
0.01152,21.946,21.8436,21.7906,21.7839,21.7829,21.7829
0.011524,21.9431,21.8407,21.7877,21.781,21.78,21.78
0.011528,21.9403,21.8378,21.7849,21.7781,21.7772,21.7771
0.011532,21.9374,21.835,21.782,21.7753,21.7743,21.7743
0.011536,21.9345,21.8321,21.7791,21.7724,21.7714,21.7714
0.01154,21.9317,21.8292,21.7763,21.7695,21.7685,21.7685
0.011544,21.9288,21.8263,21.7734,21.7666,21.7657,21.7657
0.011548,21.9259,21.8235,21.7705,21.7638,21.7628,21.7628
0.011552,21.9231,21.8206,21.7677,21.7609,21.7599,21.7599
0.011556,21.9202,21.8177,21.7648,21.758,21.7571,21.7571
0.01156,21.9173,21.8148,21.7619,21.7552,21.7542,21.7542
0.011564,21.9145,21.812,21.7591,21.7523,21.7513,21.7513
0.011568,21.9116,21.8091,21.7562,21.7494,21.7485,21.7485
0.011572,21.9087,21.8062,21.7533,21.7466,21.7456,21.7456
0.011576,21.9059,21.8034,21.7504,21.7437,21.7427,21.7427
0.01158,21.903,21.8005,21.7476,21.7408,21.7399,21.7399
0.011584,21.9001,21.7976,21.7447,21.738,21.737,21.737
0.011588,21.8973,21.7947,21.7418,21.7351,21.7341,21.7341
0.011592,21.8944,21.7919,21.739,21.7322,21.7313,21.7313
